title,city,locality,bhk,areaSqft,floor,totalFloors,ageYears,furnishedStatus,facing,propertyType,listingType,price,verified,hot,sellerName,sellerPhone
"Spacious 2BHK Independent House in Shivajinagar","Pune","Shivajinagar","2","1227","7","15","20","Unfurnished","South","Independent House","Buy","6743177","","true","Rajesh Kumar","+91-9432109876"
"Spacious 2BHK Independent House in Wakad","Pune","Wakad","2","706","10","18","18","Furnished","West","Independent House","Buy","3992059","true","","Amit Patel","+91-9654321098"
"Spacious 2BHK Independent House in Koregaon Park","Pune","Koregaon Park","2","1273","18","25","16","Unfurnished","South-East","Independent House","Buy","9419636","true","","Rahul Sharma","+91-9876543210"
"Spacious 2BHK Apartment in Koregaon Park","Pune","Koregaon Park","2","1193","12","22","9","Furnished","East","Apartment","Buy","10761981","true","","Amit Patel","+91-9654321098"
"Cozy 1BHK Studio in Kharadi","Pune","Kharadi","1","1128","17","27","22","Furnished","South-East","Studio","Buy","7329234","","","Sunita Verma","+91-9543210987"
"Cozy 1BHK Villa in Hadapsar","Pune","Hadapsar","1","1142","20","29","","Furnished","North-West","Villa","Rent","14587","true","","Rahul Sharma","+91-9876543210"
"Cozy 1BHK Independent House in Viman Nagar","Pune","Viman Nagar","1","883","11","20","3","Semi-Furnished","East","Independent House","Buy","6964443","true","","Rahul Sharma","+91-9876543210"
"Luxurious 4BHK Studio in Hadapsar","Pune","Hadapsar","4","1494","16","25","21","Furnished","South-East","Studio","Rent","56246","true","true","Amit Patel","+91-9654321098"
"Cozy 1BHK Apartment in Kothrud","Pune","Kothrud","1","868","18","24","16","Furnished","North","Apartment","Buy","5341346","","true","Sunita Verma","+91-9543210987"
"Spacious 2BHK Apartment in Hinjewadi","Pune","Hinjewadi","2","1191","20","34","21","Unfurnished","South","Apartment","Rent","25548","","","Sunita Verma","+91-9543210987"
"Spacious 2BHK Apartment in Baner","Pune","Baner","2","875","16","28","13","Unfurnished","West","Apartment","Rent","30568","true","","Sunita Verma","+91-9543210987"
"Spacious 2BHK Builder Floor in Pimple Saudagar","Pune","Pimple Saudagar","2","763","16","26","19","Unfurnished","North-West","Builder Floor","Buy","3617914","","","Priya Singh","+91-9765432109"
"Spacious 2BHK Villa in Baner","Pune","Baner","2","1430","6","15","10","Semi-Furnished","South","Villa","Buy","9868100","","true","Rahul Sharma","+91-9876543210"
"Spacious 2BHK Apartment in Bhosari","Pune","Bhosari","2","741","11","15","17","Furnished","South","Apartment","Buy","3518608","","","Sunita Verma","+91-9543210987"
"Cozy 1BHK Studio in Pimple Saudagar","Pune","Pimple Saudagar","1","691","5","14","8","Furnished","South","Studio","Buy","4324203","true","true","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Builder Floor in Pimple Saudagar","Pune","Pimple Saudagar","3","1237","","3","25","Unfurnished","South-East","Builder Floor","Buy","5220933","","","Rajesh Kumar","+91-9432109876"
"Spacious 3BHK Villa in Hadapsar","Pune","Hadapsar","3","1111","9","18","4","Semi-Furnished","East","Villa","Rent","36877","true","true","Amit Patel","+91-9654321098"
"Luxurious 4BHK Studio in Koregaon Park","Pune","Koregaon Park","4","1934","13","19","25","Semi-Furnished","West","Studio","Buy","14478363","","","Rahul Sharma","+91-9876543210"
"Spacious 2BHK Builder Floor in Bhosari","Pune","Bhosari","2","931","19","23","","Unfurnished","North","Builder Floor","Rent","18096","","","Rajesh Kumar","+91-9432109876"
"Spacious 3BHK Apartment in Aundh","Pune","Aundh","3","1593","7","21","14","Unfurnished","North-West","Apartment","Rent","39222","true","","Sunita Verma","+91-9543210987"
"Spacious 3BHK Studio in Hadapsar","Pune","Hadapsar","3","1669","19","28","23","Semi-Furnished","North","Studio","Rent","38647","","","Amit Patel","+91-9654321098"
"Spacious 2BHK Studio in Camp","Pune","Camp","2","1408","5","18","24","Semi-Furnished","South-West","Studio","Buy","7139685","","","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Builder Floor in Koregaon Park","Pune","Koregaon Park","3","1331","9","16","24","Furnished","South-East","Builder Floor","Buy","10450152","true","","Rahul Sharma","+91-9876543210"
"Luxurious 4BHK Builder Floor in Wakad","Pune","Wakad","4","1061","15","30","18","Semi-Furnished","North","Builder Floor","Buy","5850522","true","","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Apartment in Shivajinagar","Pune","Shivajinagar","3","1841","1","2","24","Semi-Furnished","South-West","Apartment","Rent","47217","","","Rajesh Kumar","+91-9432109876"
"Luxurious 4BHK Studio in Kharadi","Pune","Kharadi","4","2149","4","12","1","Unfurnished","North-West","Studio","Buy","16016660","true","","Priya Singh","+91-9765432109"
"Spacious 3BHK Independent House in Pimple Saudagar","Pune","Pimple Saudagar","3","1135","2","14","12","Unfurnished","North","Independent House","Buy","6011771","","true","Sunita Verma","+91-9543210987"
"Spacious 3BHK Apartment in Pimple Saudagar","Pune","Pimple Saudagar","3","1850","6","8","3","Semi-Furnished","North-East","Apartment","Rent","36097","true","","Amit Patel","+91-9654321098"
"Cozy 1BHK Studio in Bhosari","Pune","Bhosari","1","840","7","16","1","Unfurnished","West","Studio","Buy","4264497","true","true","Amit Patel","+91-9654321098"
"Spacious 2BHK Independent House in Sinhagad Road","Pune","Sinhagad Road","2","821","14","27","","Furnished","East","Independent House","Buy","4729376","true","","Rahul Sharma","+91-9876543210"
"Spacious 2BHK Independent House in Viman Nagar","Pune","Viman Nagar","2","728","10","22","8","Semi-Furnished","West","Independent House","Buy","5530177","true","","Rahul Sharma","+91-9876543210"
"Spacious 2BHK Villa in Pimple Saudagar","Pune","Pimple Saudagar","2","972","8","23","24","Unfurnished","South-East","Villa","Rent","21463","true","","Priya Singh","+91-9765432109"
"Spacious 3BHK Apartment in Aundh","Pune","Aundh","3","1609","18","21","13","Semi-Furnished","North-East","Apartment","Rent","38979","","true","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Independent House in Camp","Pune","Camp","3","1577","14","18","","Semi-Furnished","East","Independent House","Rent","47068","","","Priya Singh","+91-9765432109"
"Luxurious 5BHK Builder Floor in Kharadi","Pune","Kharadi","5","2217","17","20","","Semi-Furnished","West","Builder Floor","Buy","18153021","","","Sunita Verma","+91-9543210987"
"Spacious 2BHK Studio in Sinhagad Road","Pune","Sinhagad Road","2","898","12","16","17","Furnished","North-East","Studio","Buy","4782957","true","","Amit Patel","+91-9654321098"
"Spacious 3BHK Apartment in Pimple Saudagar","Pune","Pimple Saudagar","3","1171","4","16","5","Furnished","North","Apartment","Buy","7394592","true","","Rajesh Kumar","+91-9432109876"
"Spacious 3BHK Builder Floor in Viman Nagar","Pune","Viman Nagar","3","1099","13","27","11","Unfurnished","North-East","Builder Floor","Buy","7110336","","","Rahul Sharma","+91-9876543210"
"Spacious 2BHK Apartment in Bhosari","Pune","Bhosari","2","1047","16","30","25","Unfurnished","South","Apartment","Rent","17955","true","true","Priya Singh","+91-9765432109"
"Luxurious 4BHK Apartment in Koregaon Park","Pune","Koregaon Park","4","1086","18","32","5","Semi-Furnished","West","Apartment","Rent","77805","true","","Amit Patel","+91-9654321098"
"Spacious 3BHK Apartment in Kothrud","Pune","Kothrud","3","914","7","22","4","Unfurnished","South-East","Apartment","Buy","5596789","true","","Amit Patel","+91-9654321098"
"Spacious 3BHK Studio in Baner","Pune","Baner","3","852","2","17","21","Furnished","East","Studio","Rent","50504","true","","Sunita Verma","+91-9543210987"
"Spacious 2BHK Apartment in Aundh","Pune","Aundh","2","1297","20","20","4","Furnished","North","Apartment","Buy","9446955","true","","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Apartment in Camp","Pune","Camp","3","1320","19","25","13","Unfurnished","North","Apartment","Buy","8266007","true","true","Rahul Sharma","+91-9876543210"
"Spacious 2BHK Independent House in Kothrud","Pune","Kothrud","2","1432","4","12","11","Furnished","South-East","Independent House","Buy","9019188","true","","Priya Singh","+91-9765432109"
"Luxurious 4BHK Villa in Pimple Saudagar","Pune","Pimple Saudagar","4","1642","6","15","5","Unfurnished","East","Villa","Buy","9698548","","","Rahul Sharma","+91-9876543210"
"Spacious 2BHK Builder Floor in Hadapsar","Pune","Hadapsar","2","1110","3","18","10","Furnished","West","Builder Floor","Buy","6964844","","","Rajesh Kumar","+91-9432109876"
"Spacious 2BHK Studio in Baner","Pune","Baner","2","786","1","4","13","Unfurnished","North","Studio","Buy","4843238","","","Amit Patel","+91-9654321098"
"Spacious 2BHK Villa in Aundh","Pune","Aundh","2","955","2","9","10","Furnished","North-West","Villa","Rent","29091","true","true","Sunita Verma","+91-9543210987"
"Spacious 3BHK Builder Floor in Hinjewadi","Pune","Hinjewadi","3","1675","2","17","3","Unfurnished","West","Builder Floor","Buy","11088391","true","","Rajesh Kumar","+91-9432109876"
"Luxurious 4BHK Studio in Kothrud","Pune","Kothrud","4","1288","1","11","6","Furnished","North-West","Studio","Buy","8355931","","","Rahul Sharma","+91-9876543210"
"Cozy 1BHK Apartment in Camp","Pune","Camp","1","1028","20","35","14","Furnished","North-West","Apartment","Rent","17502","true","true","Rahul Sharma","+91-9876543210"
"Luxurious 4BHK Apartment in Kharadi","Pune","Kharadi","4","1024","17","27","17","Unfurnished","South-West","Apartment","Rent","59250","","","Rajesh Kumar","+91-9432109876"
"Luxurious 4BHK Studio in Magarpatta","Pune","Magarpatta","4","1057","18","21","7","Semi-Furnished","North-West","Studio","Buy","7054073","","","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Villa in Magarpatta","Pune","Magarpatta","3","1295","13","19","15","Unfurnished","East","Villa","Rent","40406","","","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Studio in Bhosari","Pune","Bhosari","3","1299","14","28","19","Semi-Furnished","South","Studio","Buy","4964716","","","Rajesh Kumar","+91-9432109876"
"Cozy 1BHK Builder Floor in Kothrud","Pune","Kothrud","1","746","6","15","23","Semi-Furnished","South-East","Builder Floor","Buy","3442743","true","true","Priya Singh","+91-9765432109"
"Spacious 2BHK Independent House in Baner","Pune","Baner","2","1406","11","21","22","Unfurnished","South-East","Independent House","Rent","27482","true","true","Rahul Sharma","+91-9876543210"
"Luxurious 5BHK Apartment in Viman Nagar","Pune","Viman Nagar","5","1934","20","28","13","Semi-Furnished","South-West","Apartment","Buy","12307309","true","true","Amit Patel","+91-9654321098"
"Spacious 2BHK Builder Floor in Koregaon Park","Pune","Koregaon Park","2","801","9","19","9","Furnished","North-East","Builder Floor","Buy","7671939","true","true","Priya Singh","+91-9765432109"
"Spacious 3BHK Studio in Magarpatta","Pune","Magarpatta","3","1485","16","25","1","Unfurnished","North","Studio","Rent","40730","","","Amit Patel","+91-9654321098"
"Spacious 2BHK Builder Floor in Shivajinagar","Pune","Shivajinagar","2","755","13","27","14","Semi-Furnished","South-East","Builder Floor","Buy","5500005","true","","Rahul Sharma","+91-9876543210"
"Luxurious 4BHK Apartment in Hadapsar","Pune","Hadapsar","4","1713","2","16","22","Unfurnished","West","Apartment","Buy","8003730","true","true","Rahul Sharma","+91-9876543210"
"Spacious 3BHK Builder Floor in Baner","Pune","Baner","3","1505","17","20","8","Furnished","North-West","Builder Floor","Rent","47211","","","Priya Singh","+91-9765432109"
"Cozy 1BHK Villa in Kharadi","Pune","Kharadi","1","1026","13","26","16","Furnished","South-East","Villa","Buy","7274306","true","true","Priya Singh","+91-9765432109"
"Spacious 2BHK Apartment in Pimple Saudagar","Pune","Pimple Saudagar","2","1154","17","19","21","Furnished","South-East","Apartment","Rent","27308","true","","Amit Patel","+91-9654321098"
"Luxurious 5BHK Apartment in Kharadi","Pune","Kharadi","5","2090","8","14","14","Semi-Furnished","South-East","Apartment","Rent","73002","true","","Sunita Verma","+91-9543210987"
"Luxurious 4BHK Apartment in Bhosari","Pune","Bhosari","4","1687","18","31","22","Furnished","South-East","Apartment","Buy","7471478","true","true","Rahul Sharma","+91-9876543210"
"Luxurious 5BHK Independent House in Magarpatta","Pune","Magarpatta","5","1249","5","15","24","Unfurnished","West","Independent House","Buy","6724675","true","true","Rajesh Kumar","+91-9432109876"
"Cozy 1BHK Studio in Camp","Pune","Camp","1","589","15","20","12","Furnished","South","Studio","Rent","16302","","true","Rahul Sharma","+91-9876543210"
"Spacious 2BHK Studio in Koregaon Park","Pune","Koregaon Park","2","1241","15","28","21","Semi-Furnished","North","Studio","Buy","9350729","true","","Priya Singh","+91-9765432109"
"Spacious 3BHK Builder Floor in Aundh","Pune","Aundh","3","1692","","6","9","Semi-Furnished","North-East","Builder Floor","Buy","10881033","true","","Amit Patel","+91-9654321098"
"Luxurious 4BHK Builder Floor in Hinjewadi","Pune","Hinjewadi","4","1961","11","25","18","Semi-Furnished","South-East","Builder Floor","Buy","11207842","true","","Sunita Verma","+91-9543210987"
"Spacious 3BHK Apartment in Baner","Pune","Baner","3","1366","1","15","21","Furnished","South","Apartment","Buy","8614308","","","Rajesh Kumar","+91-9432109876"
"Spacious 2BHK Independent House in Viman Nagar","Pune","Viman Nagar","2","972","6","12","15","Semi-Furnished","South-East","Independent House","Rent","32068","true","","Amit Patel","+91-9654321098"
"Cozy 1BHK Builder Floor in Aundh","Pune","Aundh","1","775","14","24","18","Unfurnished","South-West","Builder Floor","Buy","3994438","","","Amit Patel","+91-9654321098"
"Luxurious 5BHK Studio in Kharadi","Pune","Kharadi","5","2230","1","5","7","Furnished","South-West","Studio","Rent","77392","","","Sunita Verma","+91-9543210987"
"Luxurious 4BHK Builder Floor in Hinjewadi","Pune","Hinjewadi","4","2078","4","13","22","Unfurnished","East","Builder Floor","Buy","10581843","","","Rajesh Kumar","+91-9432109876"
"Cozy 1BHK Independent House in Koregaon Park","Pune","Koregaon Park","1","604","2","7","1","Unfurnished","North","Independent House","Buy","5699841","","","Sunita Verma","+91-9543210987"
"Cozy 1BHK Studio in Hinjewadi","Pune","Hinjewadi","1","752","14","25","17","Unfurnished","North-West","Studio","Buy","3953421","","","Rajesh Kumar","+91-9432109876"
"Luxurious 5BHK Apartment in Shivajinagar","Pune","Shivajinagar","5","2486","9","23","12","Furnished","South-West","Apartment","Buy","19488686","","","Sunita Verma","+91-9543210987"
"Spacious 3BHK Apartment in Bhosari","Pune","Bhosari","3","1246","14","28","3","Semi-Furnished","North-East","Apartment","Rent","30121","","","Rahul Sharma","+91-9876543210"
"Luxurious 4BHK Studio in Bhosari","Pune","Bhosari","4","1728","8","10","19","Furnished","South","Studio","Buy","7877591","true","","Rajesh Kumar","+91-9432109876"
"Spacious 2BHK Builder Floor in Pimple Saudagar","Pune","Pimple Saudagar","2","1411","15","22","22","Furnished","West","Builder Floor","Rent","26023","","","Amit Patel","+91-9654321098"
"Spacious 2BHK Studio in Koregaon Park","Pune","Koregaon Park","2","1206","7","16","3","Furnished","South","Studio","Buy","13390739","true","true","Priya Singh","+91-9765432109"
"Spacious 2BHK Independent House in Kharadi","Pune","Kharadi","2","1014","15","16","2","Semi-Furnished","West","Independent House","Buy","7365955","true","","Rajesh Kumar","+91-9432109876"
"Cozy 1BHK Builder Floor in Baner","Pune","Baner","1","869","16","18","1","Semi-Furnished","North","Builder Floor","Buy","7262954","true","","Amit Patel","+91-9654321098"
"Spacious 3BHK Builder Floor in Hadapsar","Pune","Hadapsar","3","1331","9","17","17","Semi-Furnished","West","Builder Floor","Rent","40339","true","","Rahul Sharma","+91-9876543210"
"Luxurious 4BHK Independent House in Baner","Pune","Baner","4","1983","1","9","8","Furnished","South-East","Independent House","Buy","14975752","","true","Sunita Verma","+91-9543210987"
"Luxurious 4BHK Builder Floor in Shivajinagar","Pune","Shivajinagar","4","1380","16","25","3","Furnished","North-East","Builder Floor","Rent","70737","true","true","Rahul Sharma","+91-9876543210"
"Spacious 2BHK Studio in Hinjewadi","Pune","Hinjewadi","2","1355","17","17","8","Furnished","West","Studio","Buy","10592530","true","","Amit Patel","+91-9654321098"
"Spacious 3BHK Apartment in Hinjewadi","Pune","Hinjewadi","3","1363","15","23","1","Semi-Furnished","East","Apartment","Rent","44976","","","Rahul Sharma","+91-9876543210"
"Spacious 2BHK Villa in Aundh","Pune","Aundh","2","701","3","5","24","Unfurnished","East","Villa","Rent","27890","true","","Priya Singh","+91-9765432109"
